Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;Industry;Summary Quote
LOCO;El Pollo Loco Holdings, Inc.;11.65;448219443.79999995;;2014;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/loco
NICK;Nicholas Financial, Inc.;10.45;81290549.99999999;;;Finance;Finance Companies;http://www.nasdaq.com/symbol/nick
WATT;Energous Corporation;15.37;315483728.54;;2014;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/watt
HSKA;Heska Corporation;98.72;696260313.6;;1997;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/hska
TREE;LendingTree, Inc.;118.85;1407152623.6000001;;;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/tree
PFIE;Profire Energy, Inc.;1.4734;74620503.6006;;;Energy;Metal Fabrications;http://www.nasdaq.com/symbol/pfie
CBMXW;CombiMatrix Corporation;0.99;0.0;;;Health Care;Hospital/Nursing Management;http://www.nasdaq.com/symbol/cbmxw
MDIV;First Trust Multi-Asset Diversified Income Index Fund;19.29;872872538.58;;;;;http://www.nasdaq.com/symbol/mdiv
FWRD;Forward Air Corporation;46.535;1406744161.815;;;Transportation;Oil Refining/Marketing;http://www.nasdaq.com/symbol/fwrd
NBRV;Nabriva Therapeutics AG;10.8;242168616.0;22423020;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/nbrv
CENT;Central Garden & Pet Company;36.33;1864794195.6000001;;1993;Consumer Durables;Consumer Specialties;http://www.nasdaq.com/symbol/cent
CLNE;Clean Energy Fuels Corp.;2.42;362010616.88;;2007;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/clne
DFNL;Davis Select Financial ETF;20.59;0.0;;;;;http://www.nasdaq.com/symbol/dfnl
KTCC;Key Tronic Corporation;7.21;77577292.8;;1983;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/ktcc
RP;RealPage, Inc.;34.85;2821457359.15;;2010;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/rp
SANM;Sanmina Corporation;39.7;2949451156.0000005;;1993;Technology;Electrical Products;http://www.nasdaq.com/symbol/sanm
SVBI;Severn Bancorp Inc;7.15;86546309.85000001;;;Finance;Major Banks;http://www.nasdaq.com/symbol/svbi
WOOF;VCA Inc.;91.5;7433095189.5;;2001;Consumer Non-Durables;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/woof
EFAS;Global X MSCI SuperDividend EAFE ETF;16.28;0.0;;;;;http://www.nasdaq.com/symbol/efas
TVIZ;VelocityShares Daily 2x VIX Medium Term ETN;23.82;1379130.36;;;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/tviz
ICAD;icad inc.;4.37;70247015.84;;;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/icad
BHAC;Barington/Hilco Acquisition Corp.;10.25;58028663.25;;2015;Finance;Business Services;http://www.nasdaq.com/symbol/bhac
EQIX;Equinix, Inc.;388.09;30157218816.940002;;2000;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/eqix
UBIO;Proshares UltraPro Nasdaq Biotechnology;26.85;36245217.75;;;;;http://www.nasdaq.com/symbol/ubio
ABEOW;Abeona Therapeutics Inc.;2.524;0.0;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/abeow
BLKB;Blackbaud, Inc.;76.14;3619087545.96;;2004;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/blkb
CLAC;Capitol Acquisition Corp. III;10.4;422499999.99999994;;2015;Finance;Business Services;http://www.nasdaq.com/symbol/clac
SCSS;Select Comfort Corporation;23.52;1010184000.0;;1998;Consumer Durables;Home Furnishings;http://www.nasdaq.com/symbol/scss
XTLB;XTL Biopharmaceuticals Ltd.;2.5700000000000003;2264563.21;881153;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/xtlb
BKEP;Blueknight Energy Partners L.P., L.L.C.;6.85;261364722.9;;2011;Energy;Natural Gas Distribution;http://www.nasdaq.com/symbol/bkep
NYMT;New York Mortgage Trust, Inc.;6.12;684480604.32;;;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/nymt
NMIH;NMI Holdings Inc;11.05;653554029.0500001;;2013;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/nmih
RELV;"Reliv&#39; International, Inc.";5.0;9227935.0;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/relv
SMTC;Semtech Corporation;34.35;2254625213.5499997;;;Technology;Semiconductors;http://www.nasdaq.com/symbol/smtc
AXGN;AxoGen, Inc.;10.05;331787443.8;;;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/axgn
CARO;Carolina Financial Corporation;28.66;412694026.32;;;Finance;Major Banks;http://www.nasdaq.com/symbol/caro
RRGB;Red Robin Gourmet Burgers, Inc.;54.6;702022994.4000001;;2002;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/rrgb
SMMT;Summit Therapeutics plc;12.53;59474785.23;4746591;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/smmt
AFMD;Affimed N.V.;2.45;105985539.80000001;;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/afmd
CHRW;C.H. Robinson Worldwide, Inc.;77.47;10951126585.13;;1997;Transportation;Oil Refining/Marketing;http://www.nasdaq.com/symbol/chrw
