gross_profit_per_market_cap,stock_symbol,Sector,is_SP500,is_profitable_3yr,is_revenue_growth_3yr,analyst_rating
0.16301048015674144,MCFT,0,0,1,1,1
1.306461511600859,AAWW,3,0,1,1,1
0.10770129171881283,WIX,2,0,0,1,1
0.4957683290848333,USCR,5,0,0,1,0
0.079923533355993,INO,8,0,0,0,0
0.2873155642433144,AAOI,2,0,0,1,0
1.7226840486940127,FOSL,0,0,0,0,0
0.8107048877575855,OSTK,0,0,0,0,1
0.09026346294894202,FOXF,0,0,1,1,1
-0.0,MDGS,8,0,0,0,1
0.06923078129601826,AZPN,2,0,1,1,0
0.03393350127921869,ONVO,8,0,0,1,1
0.2395647134920912,IRBT,2,0,1,1,0
0.35584982399391113,SBLK,3,0,0,1,1
0.16958577657541424,CWST,3,0,0,1,1
0.30957195033349144,UMBF,4,0,1,1,0
1.1941888192175218,SOHU,2,0,0,0,0
0.05414942102713445,FGEN,8,0,0,0,1
0.13500235736987684,MBUU,0,0,1,1,1
0.3294170295658242,HTLF,4,0,1,0,0
0.15282005964694875,BLKB,2,0,1,1,0
0.18778882656092644,ENPH,2,0,0,0,1
0.5112468243888927,HLIT,2,0,0,1,1
0.20810392290826638,IPAR,7,0,1,1,0
0.5450919310835901,CRTO,2,0,1,1,0
0.009371213340209674,MRTX,8,0,0,0,0
0.5971967472059158,ZUMZ,0,0,0,1,0
0.040067375361358244,ABMD,8,0,0,1,1
0.17327183578380048,NDSN,3,0,1,1,1
0.0,BATRK,0,0,0,0,0
0.23167318097770107,FFBC,4,0,1,1,0
0.429078281895602,DLTH,0,0,0,1,0
0.2154026577270895,AXTI,2,0,0,1,1
0.2519692163709494,EGRX,8,0,1,1,0
0.0,DBVT,8,0,0,0,1
0.7527764625285853,GDEN,0,0,0,1,1
0.014426408640400954,CRBP,8,0,0,1,1
0.02280959136216443,BCRX,8,0,0,0,1
,TOWN,4,0,0,0,0
0.10812072764981473,CBPO,8,0,1,1,0
0.059789611639259894,FIVN,2,0,0,1,1
0.061186651209354646,JKHY,3,0,1,1,0
0.10341849344422509,EPAY,2,0,0,1,1
0.08406043757331041,VRSK,3,0,1,1,0
-0.260589279008906,ICLR,8,0,1,0,0
-0.2584358760161472,AQMS,3,0,0,0,1
0.18384426659313327,DRRX,8,0,0,0,1
0.7823677411128306,VRA,0,0,0,1,0
0.15881183249048092,OSUR,8,0,1,1,1
0.053955016572601974,NVCR,8,0,0,1,0
0.1344379800261676,PCH,9,0,1,1,1
0.1162714374152002,SAFM,7,0,0,1,0
0.43176511978884047,CRIS,8,0,0,0,1
0.21328951403583707,RMBS,2,0,0,0,1
0.10381287331400284,PRTK,8,0,0,0,1
0.36256172839506173,GMLP,3,0,0,0,0
0.5841056941641901,TAST,0,0,1,1,1
0.1962808982374971,OTEX,2,0,0,1,1
0.238183830097409,FHB,4,0,1,1,0
0.25191130113878357,SANM,2,0,0,1,0
6.4316774697690935,MGI,4,0,0,0,0
0.1180492805569429,KOPN,2,0,0,0,1
0.3129388569781589,OSBC,4,0,1,1,1
0.2409041800070494,BRKL,4,0,1,1,0
0.45761660950677346,SATS,2,0,0,1,1
0.2639943349053563,SLGN,0,0,1,1,0
0.39814086286885036,IBKR,4,0,1,1,0
0.21237544335710296,ROCK,5,0,1,0,1
0.19726047556265414,ASTE,3,0,0,1,0
0.07406872846946053,DMRC,2,0,0,0,0
0.33967595329871203,CUTR,8,0,0,1,1
0.5959135032028412,UEPS,3,0,0,0,1
0.4918796347621774,AMCX,0,0,1,1,0
0.26866820512216083,DIOD,2,0,1,1,1
0.022894215173363982,RARE,8,0,0,0,1
0.17714300098830155,INOV,2,0,0,1,0
0.017055062281882426,MYOK,8,0,0,0,0
0.08858526719835318,BNFT,2,0,0,1,0
0.2941499512474285,PLYA,0,0,0,0,0
0.12644553056679758,CFFN,4,0,1,1,0
1.2108871270217985,HSII,3,0,1,1,0
0.2304031419232805,GDS,2,0,0,0,1
0.0916051108881983,LOPE,7,0,1,1,1
0.12152959169962886,TCMD,8,0,0,0,1
0.12791879970053216,GOLD,5,0,0,0,1
0.14472277431294658,SMTC,2,0,1,1,1
0.01996770540852586,XNCR,8,0,0,1,0
0.49883819169177224,SCHN,3,0,0,1,0
0.21661450702690735,UBSI,4,0,1,1,0
0.1511924820714043,FPRX,8,0,0,0,1
0.03544140936061671,FLXN,8,0,0,0,1
0.33128580461564133,ODFL,3,0,1,1,0
2.1404659749900916,CFMS,8,0,0,0,1
0.4314208845369356,WLTW,4,0,0,1,0
0.05318219414476112,CDXS,8,0,0,1,1
0.23305923671657153,VREX,8,0,0,1,0
0.0,LSXMK,0,0,0,0,1
0.2717747332310619,MSTR,2,0,0,0,0
0.2435692837341567,COHU,2,0,0,1,1
-0.0035471173770478784,OTIC,8,0,0,0,1
0.0,CPRX,8,0,0,0,1
0.0005483564575933816,ZIOP,8,0,0,0,1
0.15784385487966573,GRMN,2,0,1,1,0
0.11436524486622775,MEDP,8,0,0,1,0
0.11155756496419883,TWOU,2,0,0,1,1
0.0,MDGL,8,0,0,0,1
0.3783737396780296,ACTG,3,0,0,1,1
0.17751436197688808,AMWD,5,0,1,1,0
0.2214869500491704,CATY,4,0,1,1,0
